ip,hits
73.86.128.117,3.0
73.86.16.247,3.0
73.86.173.123,22.0
73.86.189.218,8.0
73.86.213.246,26.0
73.86.244.229,137.0
73.86.255.217,14.0
73.86.32.242,11.0
73.86.36.184,3.0
73.86.49.75,4.0
73.86.65.196,3.0
73.86.73.171,8.0
73.86.76.151,8.0
73.86.94.47,4.0
73.87.130.80,4.0
73.87.161.205,7.0
73.87.194.168,4.0
73.87.209.226,4.0
73.87.218.226,12.0
73.87.228.145,12.0
73.87.245.18,20.0
73.87.64.183,8.0
73.87.67.62,21.0
73.87.7.148,29.0
73.87.71.89,15.0
73.87.90.214,3.0
73.88.124.182,10.0
73.88.162.93,6.0
73.88.206.247,4.0
73.88.219.157,84.0
73.88.237.147,7.0
73.88.47.224,33.0
73.88.96.237,25.0
73.88.98.218,11.0
73.89.12.156,4.0
73.89.126.23,3.0
73.89.229.87,10.0
73.9.11.2,30.0
73.9.112.126,7.0
73.9.148.147,3.0
73.9.150.156,4.0
73.9.150.245,8.0
73.9.154.28,4.0
73.9.158.128,4.0
73.9.16.239,33.0
73.9.163.197,4.0
73.9.167.2,4.0
73.9.194.131,6.0
73.9.202.101,28.0
73.9.211.167,17.0
73.9.214.227,13.0
73.9.219.90,7.0
73.9.227.120,12.0
73.9.252.114,2.0
73.9.253.159,10.0
73.9.253.167,4.0
73.9.40.229,15.0
73.9.6.56,121.0
73.9.96.94,17.0
73.90.102.6,4.0
73.90.125.33,15.0
73.90.13.221,4.0
73.90.134.45,8.0
73.90.14.142,25.0
73.90.142.100,38.0
73.90.156.79,10.0
73.90.180.134,4.0
73.90.195.248,6.0
73.90.20.5,8.0
73.90.21.245,4.0
73.90.211.168,7.0
73.90.214.115,77.0
73.90.215.28,4.0
73.90.29.201,36.0
73.90.58.98,7.0
73.90.61.190,4.0
73.90.69.115,3.0
73.90.80.216,3.0
73.90.85.28,9.0
73.90.88.39,8.0
73.91.131.11,4.0
73.91.136.15,26.0
73.91.136.175,12.0
73.91.139.146,15.0
73.91.142.63,12.0
73.91.148.45,4.0
73.91.157.23,6.0
73.91.160.103,12.0
73.91.179.172,8.0
73.91.185.81,3.0
73.91.194.18,6.0
73.91.215.199,4.0
73.91.216.188,4.0
73.91.221.29,4.0
73.91.238.205,8.0
73.91.239.22,11.0
73.91.244.134,21.0
73.91.26.44,4.0
73.91.39.218,4.0
73.91.54.140,32.0
73.92.104.150,12.0
73.92.104.206,12.0
73.92.147.36,4.0
73.92.38.112,8.0
73.92.80.16,4.0
73.92.81.195,4.0
73.92.82.237,7.0
73.92.83.83,22.0
73.93.151.102,4.0
73.93.158.77,8.0
73.93.173.62,12.0
73.93.207.43,11.0
73.93.208.99,4.0
73.93.240.188,4.0
73.93.245.142,4.0
73.93.44.236,3.0
73.93.6.120,20.0
73.93.60.131,3.0
73.93.61.29,6.0
73.93.70.230,4.0
73.94.101.222,11.0
73.94.11.158,12.0
73.94.56.137,8.0
73.94.64.17,33.0
73.94.84.203,7.0
73.95.133.216,52.0
73.95.212.20,44.0
73.95.57.105,6.0
73.96.210.116,23.0
73.96.214.199,16.0
73.97.17.11,12.0
73.97.195.140,4.0
73.97.85.170,4.0
73.97.91.246,8.0
73.98.1.113,30.0
73.98.121.143,3.0
73.98.3.132,3.0
73.98.47.5,6.0
73.98.80.103,8.0
73.98.80.165,12.0
73.98.92.158,12.0
73.99.101.176,24.0
73.99.132.203,4.0
73.99.133.151,24.0
73.99.133.28,4.0
73.99.137.3,8.0
73.99.242.138,4.0
74.101.102.234,10.0
74.101.126.209,14.0
74.101.159.126,4.0
74.101.166.243,22.0
74.101.191.122,6.0
74.101.204.99,22.0
74.101.208.103,4.0
74.101.213.28,4.0
74.101.213.35,16.0
74.101.213.82,12.0
74.101.226.223,4.0
74.101.231.110,10.0
74.101.255.131,4.0
74.101.31.47,8.0
74.101.32.48,10.0
74.101.4.103,3.0
74.101.48.152,4.0
74.101.49.122,24.0
74.101.97.214,4.0
74.102.10.21,22.0
74.102.11.28,28.0
74.102.111.133,4.0
74.102.145.20,33.0
74.102.151.43,26.0
74.102.207.215,12.0
74.102.21.115,24.0
74.102.211.37,18.0
74.102.214.208,6.0
74.102.216.244,148.0
74.102.235.15,9.0
74.102.30.36,11.0
74.102.37.143,4.0
74.102.45.60,16.0
74.102.55.149,3.0
74.102.55.31,4.0
74.102.59.146,33.0
74.102.61.105,14.0
74.102.63.112,4.0
74.102.82.242,13.0
74.103.150.46,4.0
74.103.162.74,43.0
74.103.171.95,4.0
74.103.188.119,30.0
74.103.194.234,5.0
74.103.203.188,20.0
74.103.208.36,24.0
74.103.210.43,8.0
74.104.125.149,8.0
74.104.127.128,26.0
74.104.169.13,12.0
74.104.196.242,30.0
74.104.207.191,4.0
74.104.214.38,3.0
74.104.215.85,4.0
74.105.10.25,6.0
74.105.101.229,7.0
74.105.102.221,4.0
74.105.107.113,4.0
74.105.114.120,41.0
74.105.115.102,8.0
74.105.12.198,4.0
74.105.13.71,12.0
74.105.161.189,7.0
74.105.164.140,22.0
74.105.166.92,12.0
74.105.17.246,3.0
74.105.174.141,8.0
74.105.188.14,12.0
74.105.196.249,21.0
74.105.20.76,4.0
74.105.218.112,7.0
74.105.233.4,3.0
74.105.245.92,3.0
74.105.250.225,30.0
74.105.3.214,23.0
74.105.5.222,4.0
74.108.0.192,3.0
74.108.102.194,4.0
74.108.104.145,3.0
74.108.108.197,26.0
74.108.2.163,9.0
74.108.217.72,8.0
74.108.231.107,12.0
74.108.34.89,8.0
74.108.40.179,7.0
74.108.40.40,12.0
74.108.83.179,58.0
74.108.99.193,4.0
74.109.113.29,14.0
74.109.123.128,20.0
74.109.176.115,4.0
74.109.189.103,18.0
74.109.19.88,19.0
74.109.197.56,7.0
74.109.21.130,4.0
74.109.21.182,4.0
74.109.21.93,28.0
74.109.211.162,12.0
74.109.22.137,8.0
74.109.234.254,7.0
74.109.34.235,9.0
74.109.54.228,4.0
74.110.113.215,4.0
74.110.115.77,20.0
74.110.124.156,10.0
74.110.124.184,4.0
74.110.139.239,3.0
74.110.152.97,4.0
74.110.153.44,20.0
74.110.203.246,34.0
74.110.209.179,12.0
74.110.213.207,7.0
74.110.213.213,8.0
74.110.219.48,8.0
74.110.220.179,4.0
74.110.233.95,3.0
74.110.238.121,4.0
74.111.16.167,13.0
74.111.187.119,10.0
74.111.23.28,12.0
74.111.37.75,8.0
74.111.5.167,12.0
74.112.119.181,14.0
74.113.167.67,13.0
74.113.167.98,15.0
74.113.40.146,4.0
74.115.80.189,12.0
74.115.83.138,30.0
74.117.190.121,4.0
74.117.86.142,5.0
74.117.87.5,3.0
74.119.253.9,13.0
74.12.95.2,8.0
74.123.167.79,22.0
74.124.144.200,4.0
74.124.150.74,4.0
74.124.153.75,3.0
74.124.161.239,3.0
74.124.162.246,24.0
74.124.163.121,3.0
74.124.170.108,7.0
74.124.170.68,3.0
74.124.171.3,4.0
74.124.171.68,6.0
74.124.173.161,3.0
74.124.177.87,4.0
74.124.187.78,7.0
74.126.166.32,7.0
74.126.172.133,20.0
74.126.30.69,4.0
74.127.105.252,4.0
74.127.113.125,4.0
74.127.153.156,12.0
74.127.83.182,6.0
74.128.108.31,15.0
74.128.111.221,27.0
74.128.124.106,24.0
74.128.124.214,12.0
74.128.125.202,4.0
74.128.136.224,29.0
74.128.146.183,9.0
74.128.150.174,4.0
74.128.152.48,3.0
74.128.159.82,3.0
74.128.162.50,3.0
74.128.196.95,34.0
74.128.28.31,3.0
74.128.32.198,4.0
74.128.97.148,9.0
74.129.105.132,4.0
74.129.111.2,10.0
74.129.137.246,3.0
74.129.145.227,38.0
74.129.156.115,4.0
74.129.157.43,25.0
74.129.176.161,2.0
74.129.18.230,4.0
74.129.192.66,14.0
74.129.194.223,96.0
74.129.226.206,4.0
74.129.23.28,4.0
74.129.25.163,4.0
74.129.25.184,9.0
74.129.26.193,24.0
74.129.35.73,52.0
74.129.47.93,6.0
74.129.69.204,3.0
74.129.96.114,12.0
74.130.100.207,3.0
74.130.112.16,11.0
74.130.130.145,3.0
74.130.166.252,18.0
74.130.180.235,4.0
74.130.182.241,20.0
74.130.193.135,38.0
74.130.209.160,22.0
74.130.215.222,5.0
74.130.219.183,100.0
74.130.240.192,4.0
74.130.44.209,20.0
74.130.44.66,8.0
74.130.5.134,3.0
74.130.50.84,24.0
74.130.57.32,2.0
74.130.57.57,20.0
74.130.60.236,4.0
74.130.70.205,4.0
74.130.74.206,3.0
74.131.105.117,4.0
74.131.109.178,3.0
74.131.109.184,12.0
74.131.143.162,22.0
74.131.157.152,11.0
74.131.196.88,49.0
74.131.199.149,8.0
74.131.221.8,23.0
74.131.242.51,8.0
74.131.244.233,11.0
74.131.253.213,4.0
74.131.71.166,16.0
74.131.82.59,13.0
74.131.92.198,11.0
74.132.150.112,19.0
74.132.185.250,4.0
74.132.190.125,16.0
74.132.202.59,12.0
74.132.211.52,12.0
74.132.28.12,17.0
74.132.34.201,20.0
74.132.36.138,28.0
74.132.40.192,4.0
74.132.55.110,4.0
74.132.64.89,24.0
74.132.66.125,4.0
74.132.66.202,4.0
74.132.74.26,4.0
74.132.8.219,29.0
74.133.121.188,10.0
74.133.129.17,16.0
74.133.132.82,9.0
74.133.142.20,4.0
74.133.155.219,38.0
74.133.160.169,24.0
74.133.165.182,12.0
74.133.195.253,27.0
74.133.211.79,4.0
74.133.52.173,7.0
74.133.52.179,53.0
74.133.9.138,3.0
74.134.101.72,44.0
74.134.107.38,3.0
74.134.133.237,4.0
74.134.187.78,8.0
74.134.213.190,4.0
74.134.27.48,12.0
74.134.68.106,7.0
74.134.72.240,4.0
74.134.90.63,29.0
74.134.98.131,4.0
74.135.114.179,3.0
74.135.124.148,32.0
74.135.129.197,16.0
74.135.136.223,8.0
74.135.146.176,4.0
74.135.150.193,3.0
74.135.165.178,32.0
74.135.167.134,3.0
74.135.210.145,16.0
74.135.210.46,12.0
74.135.33.62,4.0
74.135.36.28,6.0
74.135.37.54,24.0
74.135.59.176,3.0
74.136.112.114,3.0
74.136.116.47,4.0
74.136.118.184,12.0
74.136.125.27,3.0
74.136.126.199,4.0
74.136.130.101,3.0
74.136.169.80,17.0
74.136.204.92,3.0
74.136.216.141,12.0
74.136.219.64,7.0
74.136.41.98,4.0
74.136.68.194,10.0
74.136.98.96,9.0
74.137.136.100,13.0
74.137.148.190,85.0
74.137.18.65,4.0
74.137.201.111,11.0
74.137.226.205,6.0
74.137.97.67,24.0
74.138.12.247,4.0
74.138.165.223,7.0
74.138.166.34,32.0
74.138.206.176,79.0
74.138.209.28,33.0
74.138.245.48,11.0
74.138.32.13,6.0
74.138.33.141,4.0
74.138.43.108,11.0
74.138.53.72,4.0
74.138.66.25,12.0
74.138.74.82,11.0
74.138.77.4,7.0
74.138.81.147,17.0
74.139.100.89,68.0
74.139.158.1,12.0
74.139.18.5,6.0
74.139.19.123,7.0
74.139.194.244,14.0
74.139.214.124,13.0
74.139.230.9,3.0
74.139.238.92,12.0
74.139.247.164,7.0
74.139.37.174,17.0
74.139.71.44,14.0
74.139.75.85,4.0
74.139.80.249,3.0
74.139.99.54,15.0
74.140.116.69,4.0
74.140.129.126,28.0
74.140.133.132,8.0
74.140.135.158,10.0
74.140.136.61,4.0
74.140.139.152,34.0
74.140.139.24,3.0
74.140.204.150,4.0
74.140.54.23,4.0
74.140.69.75,17.0
74.140.71.196,19.0
74.140.87.141,22.0
74.141.115.45,4.0
74.141.133.25,105.0
74.141.136.182,4.0
74.141.174.150,12.0
74.141.174.234,4.0
74.141.183.102,6.0
74.141.183.55,3.0
74.141.20.172,4.0
74.141.200.162,8.0
74.141.237.235,21.0
74.141.242.149,26.0
74.141.31.136,45.0
74.141.34.8,7.0
74.141.52.142,9.0
74.141.53.102,6.0
74.141.55.195,3.0
74.141.56.112,4.0
74.141.56.164,20.0
74.141.57.38,4.0
74.141.57.86,13.0
74.141.61.210,8.0
74.141.68.14,4.0
74.141.82.34,4.0
74.141.96.98,3.0
74.143.117.194,13.0
74.143.170.51,126.0
74.15.220.14,14.0
74.15.242.250,10.0
74.192.0.65,1.0
74.192.116.230,29.0
74.192.133.227,7.0
74.192.177.198,4.0
74.192.184.156,14.0
74.192.213.2,8.0
74.192.44.117,4.0
74.192.53.28,14.0
74.193.121.73,4.0
74.193.128.69,6.0
74.193.132.193,4.0
74.193.141.96,17.0
74.193.143.103,8.0
74.193.147.122,13.0
74.193.149.226,8.0
74.193.152.252,6.0
74.193.153.118,8.0
74.193.19.225,8.0
74.193.246.106,14.0
74.193.246.58,7.0
74.193.84.247,14.0
74.194.119.124,4.0
74.194.187.102,6.0
74.194.193.186,3.0
74.194.246.205,4.0
74.194.246.30,4.0
74.194.252.186,2.0
74.194.73.47,10.0
74.194.80.138,8.0
74.194.86.185,2.0
74.195.142.36,48.0
74.195.184.250,4.0
74.195.198.112,8.0
74.195.200.66,4.0
74.195.66.6,13.0
74.196.100.142,22.0
74.196.142.117,44.0
74.196.153.149,4.0
74.196.187.91,4.0
74.196.206.137,13.0
74.196.32.133,3.0
74.196.49.89,6.0
74.196.51.224,7.0
74.196.55.24,4.0
74.196.81.164,8.0
74.196.83.66,36.0
74.197.117.93,7.0
74.197.14.110,12.0
74.197.178.159,6.0
74.197.245.87,20.0
74.197.246.235,17.0
74.197.37.187,3.0
74.204.150.181,4.0
74.204.157.34,8.0
74.205.133.132,6.0
74.205.133.135,28.0
74.205.133.155,35.0
74.205.133.67,18.0
74.206.39.43,12.0
74.206.41.196,4.0
74.206.68.81,12.0
74.206.74.2,8.0
74.206.76.47,6.0
74.206.84.152,46.0
74.207.188.232,3.0
74.207.228.175,74.0
74.207.240.187,4.0
74.207.253.160,8.0
74.207.253.22,2.0
74.209.117.45,29.0
74.209.69.16,4.0
74.209.75.116,3.0
74.209.99.47,4.0
74.213.224.18,12.0
74.214.0.236,9.0
74.214.186.113,3.0
74.214.57.121,3.0
74.215.105.78,3.0
74.215.111.58,8.0
74.215.123.59,7.0
74.215.128.114,3.0
74.215.143.250,39.0
74.215.146.188,3.0
74.215.205.216,35.0
74.215.207.4,24.0
74.215.214.8,33.0
74.215.22.202,18.0
74.215.225.12,10.0
74.215.226.40,17.0
74.215.239.178,9.0
74.215.248.219,3.0
74.215.249.179,3.0
74.215.25.186,38.0
74.215.254.168,4.0
74.215.49.28,8.0
74.215.58.218,6.0
74.215.59.29,7.0
74.215.60.113,6.0
74.215.61.65,42.0
74.215.78.20,29.0
74.215.83.33,4.0
74.215.95.82,34.0
74.219.166.230,90.0
74.220.143.130,2.0
74.221.124.11,12.0
74.221.125.104,12.0
74.221.125.8,4.0
74.221.148.199,9.0
74.221.149.204,12.0
74.221.178.229,4.0
74.221.179.21,24.0
74.221.52.133,4.0
74.221.99.113,3.0
74.222.101.161,35.0
74.222.112.167,9.0
74.222.124.0,3.0
74.222.124.103,49.0
74.235.100.212,2.0
74.235.120.62,25.0
74.235.122.210,7.0
74.235.161.102,4.0
74.249.128.248,5.0
74.249.177.110,5.0
74.249.178.154,6.0
74.249.184.13,6.0
74.249.192.232,95.0
74.254.205.96,63.0
74.33.75.43,92.0
74.33.80.168,5.0
74.33.83.199,4.0
74.36.140.56,20.0
74.36.141.213,8.0
74.36.195.116,4.0
74.36.216.215,6.0
74.37.16.69,4.0
74.37.209.135,3.0
74.37.73.198,3.0
74.37.79.108,4.0
74.38.112.234,4.0
74.38.12.112,19.0
74.38.126.148,21.0
74.38.33.57,8.0
74.38.8.224,22.0
74.42.147.66,6.0
74.43.167.222,12.0
74.43.194.228,22.0
74.45.12.129,11.0
74.47.192.46,4.0
74.47.67.194,4.0
74.47.76.130,34.0
74.50.135.13,4.0
74.50.143.157,13.0
74.50.254.83,12.0
74.51.169.148,26.0
74.51.218.206,22.0
74.51.6.137,3.0
74.64.108.251,4.0
74.64.241.221,14.0
74.64.243.210,4.0
74.64.243.93,18.0
74.64.246.221,4.0
74.64.34.124,37.0
74.64.37.130,17.0
74.64.62.159,12.0
74.64.9.253,13.0
74.65.168.85,3.0
74.65.234.112,4.0
74.65.236.101,4.0
74.66.131.52,3.0
74.66.133.209,14.0
74.66.19.113,36.0
74.66.192.22,37.0
74.66.205.64,4.0
74.66.212.114,60.0
74.66.240.46,8.0
74.66.25.99,9.0
74.67.128.112,3.0
74.67.134.82,11.0
74.67.170.87,6.0
74.67.185.70,4.0
74.67.188.57,13.0
74.67.197.227,12.0
74.67.251.255,3.0
74.67.255.55,6.0
74.67.73.15,9.0
74.68.123.25,16.0
74.68.143.3,30.0
74.68.43.146,3.0
74.68.58.46,36.0
74.69.105.29,3.0
74.69.108.33,12.0
74.69.113.71,4.0
74.69.124.33,9.0
74.69.164.78,4.0
74.69.34.23,25.0
74.69.60.243,3.0
74.69.66.134,7.0
74.69.76.129,3.0
74.70.104.1,4.0
74.70.104.153,4.0
74.70.113.132,10.0
74.70.131.88,4.0
74.70.132.79,3.0
74.70.134.184,4.0
74.70.16.122,15.0
74.70.197.112,30.0
74.70.200.229,6.0
74.70.227.112,3.0
74.70.245.119,6.0
74.70.246.43,3.0
74.70.249.227,4.0
74.70.64.32,8.0
74.70.80.199,22.0
74.71.101.244,8.0
74.71.133.239,20.0
74.71.146.23,4.0
74.71.170.206,16.0
74.71.225.90,5.0
74.71.229.43,6.0
74.71.238.92,3.0
74.71.3.145,11.0
74.71.37.118,4.0
74.72.105.183,8.0
74.72.131.84,7.0
74.72.141.207,6.0
74.72.178.225,3.0
74.72.196.234,4.0
74.72.41.89,4.0
74.72.49.162,6.0
74.72.49.213,6.0
74.72.67.28,18.0
74.72.72.12,22.0
74.72.73.243,4.0
74.72.88.208,7.0
74.73.0.213,4.0
74.73.100.88,4.0
74.73.112.124,14.0
74.73.119.19,8.0
74.73.152.22,4.0
74.73.34.160,4.0
74.73.37.43,8.0
74.73.39.152,44.0
74.73.80.131,9.0
74.73.81.132,4.0
74.73.83.225,3.0
74.74.140.112,12.0
74.74.147.241,8.0
74.74.171.171,12.0
74.74.249.219,3.0
74.75.117.141,4.0
74.75.178.2,3.0
74.75.184.120,4.0
74.75.240.82,6.0
74.76.124.202,3.0
74.76.13.134,14.0
74.76.248.229,7.0
74.76.249.234,3.0
74.76.5.116,16.0
74.76.98.37,21.0
74.77.110.36,7.0
74.77.111.19,5.0
74.77.119.86,4.0
74.77.204.40,4.0
74.77.226.126,3.0
74.77.227.98,13.0
74.77.249.254,9.0
74.78.10.72,4.0
74.78.135.219,4.0
74.78.145.180,41.0
74.78.192.67,18.0
74.78.211.215,6.0
74.78.238.4,24.0
74.78.36.89,3.0
74.79.147.89,6.0
74.79.99.33,125.0
74.80.29.102,3.0
74.80.34.120,4.0
74.80.43.74,14.0
74.80.45.169,4.0
74.81.213.61,33.0
74.81.222.135,14.0
74.82.228.41,4.0
74.82.231.58,32.0
74.82.254.200,4.0
74.82.44.73,16.0
74.82.47.15,4.0
74.82.47.17,2.0
74.82.47.18,2.0
74.82.47.2,14.0
74.82.47.21,2.0
74.82.47.25,2.0
74.82.47.26,2.0
74.82.47.3,17.0
74.82.47.31,4.0
74.82.47.37,2.0
74.82.47.38,2.0
74.82.47.41,2.0
74.82.47.47,2.0
74.82.47.49,2.0
74.82.47.5,30.0
74.82.47.50,2.0
74.82.47.58,2.0
74.83.125.220,4.0
74.83.16.12,8.0
74.83.202.192,3.0
74.83.221.148,4.0
74.83.223.233,4.0
74.83.233.9,3.0
74.83.34.175,10.0
74.83.42.47,4.0
74.83.44.168,4.0
74.83.49.100,4.0
74.83.52.170,3.0
74.83.54.216,27.0
74.83.58.112,20.0
74.83.60.195,22.0
74.83.61.142,9.0
74.83.61.204,8.0
74.83.74.104,4.0
74.84.16.159,12.0
74.88.118.191,11.0
74.88.118.23,8.0
74.88.152.131,4.0
74.88.173.199,4.0
74.88.190.249,22.0
74.88.213.237,6.0
74.88.223.227,14.0
74.88.226.210,18.0
74.88.227.183,4.0
74.88.249.137,8.0
74.88.49.239,3.0
74.88.5.208,12.0
74.88.74.251,9.0
74.88.91.146,4.0
74.88.93.222,6.0
74.89.100.167,5.0
74.89.101.208,40.0
74.89.104.202,3.0
74.89.110.76,11.0
74.89.133.88,24.0
74.89.144.246,13.0
74.89.159.146,9.0
74.89.16.213,3.0
74.89.186.167,7.0
74.89.188.40,8.0
74.89.214.234,4.0
74.89.220.109,11.0
74.89.31.242,11.0
74.89.48.134,10.0
74.89.49.8,4.0
74.90.100.143,4.0
74.90.148.108,6.0
74.90.170.62,6.0
74.90.177.103,4.0
74.90.183.92,4.0
74.90.201.77,3.0
74.90.215.125,17.0
74.90.227.215,3.0
74.90.233.228,8.0
74.90.236.221,6.0
74.90.237.115,8.0
74.90.242.75,4.0
74.90.252.185,3.0
74.90.35.153,4.0
74.90.54.81,12.0
74.90.55.147,3.0
74.90.58.15,38.0
74.90.60.56,9.0
74.90.83.139,22.0
74.91.116.138,204.0
74.93.243.62,4.0
74.93.31.13,4.0
74.95.222.34,4.0
74.96.115.31,24.0
74.96.226.169,7.0
74.96.37.91,32.0
74.96.82.115,3.0
74.97.16.16,8.0
74.97.184.186,32.0
74.97.187.69,8.0
74.97.2.158,19.0
74.97.3.173,20.0
74.97.43.190,4.0
74.97.52.100,8.0
74.98.163.53,14.0
74.98.167.205,8.0
74.98.169.45,10.0
74.98.185.148,12.0
74.98.187.127,4.0
74.98.188.59,14.0
74.98.215.42,12.0
74.98.219.67,14.0
74.98.247.97,3.0
74.99.146.107,28.0
74.99.158.89,4.0
74.99.172.104,4.0
74.99.188.241,29.0
74.99.67.217,12.0
74.99.80.141,4.0
75.1.147.21,4.0
75.1.149.114,10.0
75.1.155.85,4.0
75.10.28.143,18.0
75.100.238.248,9.0
75.100.239.179,4.0
75.100.242.253,7.0
75.102.184.109,4.0
75.103.140.152,5.0
75.103.143.126,3.0
75.103.154.222,12.0
75.103.211.205,3.0
75.103.217.147,12.0
75.104.0.66,4.0
75.104.113.233,2.0
75.104.20.122,9.0
75.106.227.32,6.0
75.106.3.2,4.0
75.106.35.4,4.0
75.107.25.87,8.0
75.108.134.85,25.0
75.108.147.157,3.0
75.108.2.195,8.0
75.108.218.9,11.0
75.108.234.68,4.0
75.108.43.27,4.0
75.108.52.88,4.0
75.109.144.236,96.0
75.109.147.109,8.0
75.109.147.145,3.0
75.109.148.175,9.0
75.109.4.244,12.0
75.109.83.231,12.0
75.109.86.61,9.0
75.109.99.169,25.0
75.11.202.243,8.0
75.11.217.10,14.0
75.11.219.251,12.0
75.11.27.214,14.0
75.110.124.32,4.0
75.110.16.169,8.0
75.110.160.209,8.0
75.110.215.95,8.0
75.110.28.105,24.0
75.110.39.171,5.0
75.110.40.118,13.0
75.110.41.248,4.0
75.110.42.224,8.0
75.110.63.139,4.0
75.110.76.230,4.0
75.110.8.52,7.0
75.110.85.42,4.0
75.110.86.152,19.0
75.110.99.184,4.0
75.111.139.205,7.0
75.111.152.135,3.0
75.111.171.159,6.0
75.111.183.182,19.0
75.111.229.169,18.0
75.111.233.121,8.0
75.111.32.88,4.0
75.111.35.98,20.0
75.111.68.143,13.0
75.112.171.195,7.0
75.113.130.144,13.0
75.113.130.53,4.0
75.113.64.6,8.0
75.113.92.37,10.0
75.114.63.75,4.0
75.114.71.147,4.0
75.115.146.179,12.0
75.115.154.150,27.0
75.115.170.73,4.0
75.115.194.200,4.0
75.115.195.197,16.0
75.115.200.159,3.0
75.115.200.99,4.0
75.115.205.175,12.0
75.115.37.215,3.0
75.115.44.220,22.0
75.115.64.27,23.0
75.115.65.67,20.0
75.115.71.150,8.0
75.115.75.195,12.0
75.115.86.17,8.0
75.115.88.68,4.0
75.115.92.33,57.0
75.117.116.167,20.0
75.117.185.152,4.0
75.117.190.14,11.0
75.117.191.198,4.0
75.117.226.247,21.0
75.117.59.202,23.0
75.118.116.129,48.0
75.118.178.182,11.0
75.118.179.128,3.0
75.118.180.251,29.0
75.118.25.119,44.0
75.118.74.55,9.0
75.119.146.30,4.0
75.128.180.33,4.0
75.128.211.52,8.0
75.128.234.201,4.0
75.128.45.134,3.0
75.128.52.111,8.0
75.128.83.244,30.0
75.128.93.221,20.0
75.128.95.82,8.0
75.129.118.229,6.0
75.13.249.135,8.0
75.130.150.109,96.0
75.130.226.104,18.0
75.130.28.235,73.0
75.130.40.116,3.0
75.131.0.229,4.0
75.131.110.30,4.0
75.131.126.19,39.0
75.131.143.197,4.0
75.131.161.216,15.0
75.131.165.196,136.0
75.131.17.75,15.0
75.131.196.91,8.0
75.131.200.193,18.0
75.131.235.182,4.0
75.131.235.33,8.0
75.131.242.233,33.0
75.131.26.164,8.0
75.131.56.184,3.0
75.131.74.128,13.0
75.131.96.104,12.0
75.132.108.136,12.0
75.132.134.215,15.0
75.132.147.28,4.0
75.132.153.202,8.0
75.132.153.41,21.0
75.132.157.244,23.0
75.132.163.59,21.0
75.132.163.97,6.0
75.132.165.63,4.0
75.132.166.37,4.0
75.132.166.46,7.0
75.132.169.158,3.0
75.132.171.108,7.0
75.132.172.220,4.0
75.132.175.19,3.0
75.132.205.89,6.0
75.132.230.66,27.0
75.132.231.154,8.0
75.132.3.241,4.0
75.132.30.194,6.0
75.132.5.115,10.0
75.132.70.17,34.0
75.132.86.45,8.0
75.133.198.164,12.0
75.133.203.68,6.0
75.133.246.142,4.0
75.133.45.136,11.0
75.133.8.93,2.0
75.134.104.46,4.0
75.134.128.5,4.0
75.134.160.218,4.0
75.134.188.248,4.0
75.134.189.97,18.0
75.134.68.106,4.0
75.134.74.186,3.0
75.135.123.105,3.0
75.135.126.111,3.0
75.135.149.127,4.0
75.135.181.19,4.0
75.135.19.104,24.0
75.135.32.153,5.0
75.136.110.114,13.0
75.136.134.225,8.0
75.136.140.104,26.0
75.136.171.135,152.0
75.136.19.133,8.0
75.136.204.142,15.0
75.136.244.243,28.0
75.136.244.246,24.0
75.136.98.54,52.0
75.136.99.96,5.0
75.137.1.186,14.0
75.137.119.20,8.0
75.137.137.28,20.0
75.137.146.178,12.0
75.137.16.244,7.0
75.137.161.154,7.0
75.137.165.242,3.0
75.137.169.251,4.0
75.137.197.88,8.0
75.137.210.254,14.0
75.137.213.166,8.0
75.137.234.1,4.0
75.137.234.171,8.0
75.137.236.154,13.0
75.137.244.148,7.0
75.137.26.101,3.0
75.137.54.187,8.0
75.138.112.163,8.0
75.138.156.155,4.0
75.138.198.11,6.0
75.138.2.87,4.0
75.138.217.180,12.0
75.138.233.213,4.0
75.138.243.69,13.0
75.138.244.245,6.0
75.138.33.218,9.0
75.138.37.65,11.0
75.138.41.186,4.0
75.138.84.217,60.0
75.139.121.36,8.0
75.139.123.174,19.0
75.139.133.126,8.0
75.139.201.214,30.0
75.139.210.94,4.0
75.139.221.64,7.0
75.139.42.252,21.0
75.139.66.242,20.0
75.139.69.44,9.0
75.140.0.23,4.0
75.140.157.86,3.0
75.140.17.34,12.0
75.140.192.188,28.0
75.140.197.143,3.0
75.140.221.23,10.0
75.140.3.115,3.0
75.140.65.166,12.0
75.140.70.215,3.0
75.140.80.156,4.0
75.140.9.114,4.0
75.140.94.171,43.0
75.141.135.210,53.0
75.141.148.248,3.0
75.141.173.253,4.0
75.141.185.131,8.0
75.141.206.177,10.0
75.142.160.83,7.0
75.142.175.114,28.0
75.142.242.142,3.0
75.142.79.99,13.0
75.142.80.90,65.0
75.142.92.176,4.0
75.143.126.232,3.0
75.143.146.177,15.0
75.143.18.43,3.0
75.143.2.189,4.0
75.143.225.249,10.0
75.143.226.71,16.0
75.143.245.132,12.0
75.143.253.174,18.0
75.143.45.109,6.0
75.143.71.92,30.0
75.145.161.222,32.0
75.146.238.94,4.0
75.15.234.6,12.0
75.15.237.143,9.0
75.15.245.86,3.0
75.15.253.161,16.0
75.15.73.6,7.0
75.150.199.13,27.0
